stratum,ticker,name_short,article_id,timestamp,category,match_mode,sparsity_tier,is_bulk_listing,n_tickers_in_article,title,n_hits,code_present,name_present,body_len,evidence,verdict,note
tier:dense,2409,友達,M.1650765506.A.2C8,2022-04-24 09:58:26,新聞,name_with_context,dense,False,1,[新聞] 台股守萬七 面板金融 成內外資主戰場,3,False,True,962,"[簡稱(name_with_context)] …七大關卡保衛戰,值得注意的是,
上
週外資賣超台股逾二三四億元、
投信買超台股
一○四億元
,不少個股是內外資激戰股,
面板
、
金融
更是主戰場。

根據Cmoney統計,近一週三大法人買賣個股中
,
外資以面板股為買進重點
,包括群創、【友達】
、彩晶買超張數在一萬至四萬張,不過,投信
大幅賣超群創近五萬張、友達也有上萬張,群
創上週股價始終壓在十三.三元至十三.五五
元區間震盪,友達股價也多在十八.四元至十
八.八元附近盤整。

有別於
面板股是外資買、投信賣
,
金融股則是…
[簡稱(name_with_context)] …買超台股
一○四億元
,不少個股是內外資激戰股,
面板
、
金融
更是主戰場。

根據Cmoney統計,近一週三大法人買賣個股中
,
外資以面板股為買進重點
,包括群創、友達
、彩晶買超張數在一萬至四萬張,不過,投信
大幅賣超群創近五萬張、【友達】也有上萬張,群
創上週股價始終壓在十三.三元至十三.五五
元區間震盪,友達股價也多在十八.四元至十
八.八元附近盤整。

有別於
面板股是外資買、投信賣
,
金融股則是
外資賣、投信買
。外資賣超元大金、國泰金、
富邦金逾萬張,而投信則是外…
[簡稱(name_with_context)] …場。

根據Cmoney統計,近一週三大法人買賣個股中
,
外資以面板股為買進重點
,包括群創、友達
、彩晶買超張數在一萬至四萬張,不過,投信
大幅賣超群創近五萬張、友達也有上萬張,群
創上週股價始終壓在十三.三元至十三.五五
元區間震盪,【友達】股價也多在十八.四元至十
八.八元附近盤整。

有別於
面板股是外資買、投信賣
,
金融股則是
外資賣、投信買
。外資賣超元大金、國泰金、
富邦金逾萬張,而投信則是外資越丟越撿,元
大金股價受此影響也多在二十六元附近震盪,
國泰金則在六十三…",,
tier:dense,2330,台積電,M.1619181773.A.15C,2021-04-23 20:42:53,請益,name,dense,False,3,Re: [請益] 所以航運到底該如何判斷該不該跑？,1,False,True,726,"[簡稱(name)] …少合理呢?

當然法人不是吃素的 沒必要幫小散戶抬轎

所以會大抖特抖把沒耐心的散戶抖出去

我們不是波段高手 所以設定好買入價 賣出價 放著等就好

中間的起伏與我們無關


我相信只要有信念 有基本面 股價終究會到合理的位置的

就像是【台積電】一樣 300的時候大家喊400 去年跌2字頭

結果馬上反彈回300.400.500甚至來到今天的600

護國神山 大家買起來


我敢在這裡跟您說 今年就是護國神艦隊 三船一起把台股帶上兩萬點

航運好代表台灣經濟好 每家製造商出貨出不…",,
tier:dense,2317,鴻海,M.1642140601.A.C72,2022-01-14 14:10:01,新聞,code,dense,False,6,[新聞] 科技股有夠便宜！高盛欽點「電金25檔」,2,True,True,1101,"[代號] …2年的通膨約在2.3%。

    對於今年台股展望,高盛認為,台股企業以科技業為主軸下,台股2022~2023
年獲利有望成長5%、8%。

    另外,高盛特別點名看好25檔股票,分別是台積電(2330)、聯發科(2454)、
鴻海(【2317】)、聯電(2303)、台達電(2308)、南電(8046)、玉山金(2884)、欣興(3037)
、瑞昱(2379)、緯穎(6669)、永豐金(2890)、穩懋(3105)、中美晶(5483)、華邦
電(2344)、台勝科(3532)、景碩…
[簡稱(name_with_context)] …2022年的通膨約在2.3%。

    對於今年台股展望,高盛認為,台股企業以科技業為主軸下,台股2022~2023
年獲利有望成長5%、8%。

    另外,高盛特別點名看好25檔股票,分別是台積電(2330)、聯發科(2454)、
【鴻海】(2317)、聯電(2303)、台達電(2308)、南電(8046)、玉山金(2884)、欣興(3037)
、瑞昱(2379)、緯穎(6669)、永豐金(2890)、穩懋(3105)、中美晶(5483)、華邦
電(2344)、台勝科(353…",,
tier:dense,2330,台積電,M.1649520473.A.B2B,2022-04-10 00:07:53,新聞,name,dense,False,3,[新聞] 台股擂台 郭哲榮本周布局東鹼、正道,1,False,True,971,"[簡稱(name)] …能設備、胎壓偵測器雙成長引擎;
濱川
則得益於蘋果新產品帶動需求增加。

最佳一檔
東鹼(1708)
理由:農金概念股,受惠鉀肥飆漲

多空診斷室
本周國際股市將持續受俄烏衝突,及歐美對俄羅斯的制裁行動影響,整體會呈現比較震盪
的格局。但
【台積電】、聯電紛紛繳出3月亮麗的營收,可望帶領台股攻上年線17,402點
,若
能進一步提升台股量能至3,000億元以上水準,台股走勢將有機會優於國際股市,類股輪
動速度也會加快。預判本周綠能概念股、農金概念股都有機會表現不錯。

投資錦囊妙計1…",,
tier:dense,2330,台積電,M.1726111484.A.99A,2024-09-12 11:24:44,新聞,name,dense,False,1,[新聞] 川普稱「陸晶片跟台灣買的」 專家澄清揭 真相,7,False,True,1088,"[簡稱(name)] …9/12 中時新聞網 許庭瑛
原文內容:


美國民主黨總統候選人賀錦麗與共和黨對手川普11日首度進行了電視辯論,兩人話題很快
地就轉向台灣。賀錦麗指出,川普把美國晶片賣給大陸,而川普則反駁,大陸晶片是跟台
灣買的,不過專家澄清,台灣雖然有【台積電】,但只負責代工,不具備賣晶片資格,真正賣
晶片給大陸的,還是美國大廠。

總統大選辯論一開始,就從經濟議題切入,賀錦麗詳述的機會經濟政策,包括給予小型新
創公司優渥的稅收減免。而對手川普主打關稅,稱他會保護美國經濟,更重申他要全面加
徵關稅…
[簡稱(name)] …在總統任內,將美國晶片賣給大陸助其軍隊現代化,無異是「
出賣美國」。川普則回擊,大陸的晶片是從台灣購得。

不過據《TVBS新聞網》報導,川普反駁大陸晶片是跟台灣買的這點其實是錯誤的,雲報政
經產業研究院副社長柴煥欣說:「台灣雖然有最厲害的【台積電】,是晶圓代工廠,但終究不
是賣晶片的廠商,真正的美國晶片大廠,包含英特爾、超微、輝達。」

不過,美國對大陸有晶片禁令,因此美國晶片大廠大多會透過第三地交易來規避管轄,「
像是輝達,就很可能透過新加坡轉售到中國大陸,所以並不是台灣把晶片賣給…
[簡稱(name)] …,因此美國晶片大廠大多會透過第三地交易來規避管轄,「
像是輝達,就很可能透過新加坡轉售到中國大陸,所以並不是台灣把晶片賣給中國大陸。
」

此外,經濟部長郭智輝也強調,不管誰當選,對台經濟與貿易政策都不會改變。在半導體
議題上。郭智輝指出,【台積電】已經向世界擴張,包括日本熊本、美國亞利桑那州、德國等
,由於每一個廠都在不同的國家,也因此有不同的文化,「台積電不再是只有國人在服務
的公司」,而是全世界的人才都能成為台積電的一員,所以當然是「世界的台積電」。

心得/評論:

1. 經濟…",,
tier:dense,2330,台積電,M.1735983353.A.C84,2025-01-04 17:35:53,新聞,name,dense,False,1,Re: [新聞] 晶圓代工產業怪象！大廠恐做越多賠越多,13,False,True,1702,"[簡稱(name)] …中國成熟製程拉全世界一起卷.

那最後就是玩成熟製程的人一起死. 但中芯有中國輸血, 所以他死不了.

其他產業已經演過很多次了.


再來, 談先進製程就要分中美陣營了. 因為這跟各國國防有關.

就算明天中芯宣布2nm良率達90%, 對【台積】影響其實並不會如你想像的大.

因為陣營不同, 中芯還是吃親中陣營的市場. 台積還是吃親美陣營的市場.

中芯不管怎麼虧, 良率不管怎麼爛, 都不會怎樣. 因為中國會輸血.

就生意上, 台積的對手並不是中芯, 是Samsung Intel…
[簡稱(name)] …血, 所以他死不了.

其他產業已經演過很多次了.


再來, 談先進製程就要分中美陣營了. 因為這跟各國國防有關.

就算明天中芯宣布2nm良率達90%, 對台積影響其實並不會如你想像的大.

因為陣營不同, 中芯還是吃親中陣營的市場. 【台積】還是吃親美陣營的市場.

中芯不管怎麼虧, 良率不管怎麼爛, 都不會怎樣. 因為中國會輸血.

就生意上, 台積的對手並不是中芯, 是Samsung Intel Rapidus.

Intel已經垮了, 只剩Samsung和Rapidus.…
[簡稱(name)] …關.

就算明天中芯宣布2nm良率達90%, 對台積影響其實並不會如你想像的大.

因為陣營不同, 中芯還是吃親中陣營的市場. 台積還是吃親美陣營的市場.

中芯不管怎麼虧, 良率不管怎麼爛, 都不會怎樣. 因為中國會輸血.

就生意上, 【台積】的對手並不是中芯, 是Samsung Intel Rapidus.

Intel已經垮了, 只剩Samsung和Rapidus. 我自己覺得Rapidus是可以關注一下.

雖然不太可能跟台積對幹. 但因為生意模式跟台積相同走純代工, 有機…",,
tier:dense,2330,台積電,M.1642418140.A.BA7,2022-01-17 19:15:40,情報,code,dense,False,3,[情報] 0117 量大分點齊買股,2,True,True,621,"[代號] …1.7    153,477 17.96   19,516  2.28    0.8%    0.03%
2368    金像電  81.9    59,931  48.15   18,161  14.6    2.89%   0.76%
【2330】    台積電  683.0   61,201  418.25  10,916  74.69   0.37%   0.01%
2313    華通    43.85   18,044  7.85    6,676   2.9     0.8…
[簡稱(name)] …53,477 17.96   19,516  2.28    0.8%    0.03%
2368    金像電  81.9    59,931  48.15   18,161  14.6    2.89%   0.76%
2330    【台積電】  683.0   61,201  418.25  10,916  74.69   0.37%   0.01%
2313    華通    43.85   18,044  7.85    6,676   2.9     0.89%   0%…",,
tier:dense,2303,聯電,M.1596434402.A.D3D,2020-08-03 14:00:02,閒聊,name_with_context,dense,False,3,[閒聊] 2020/08/03 盤後閒聊,2,False,True,370,"[簡稱(name_with_context)] …▲0.04  (0.02%)   561.82億
台指期 自營商
+2055
投信
-1336
外資
-3219
台指選 自營商
-32636
投信
外資
-3238
漲停家數(+10%) 40
跌停家數(-10%)  2
成交量排行
【聯電】
、
群創
、
元大台灣50反1
、
富邦VIX
、
友達
成交值排行
台積電
、
聯發科
、
聯電
、
世芯-KY
、
國光生
------------------------------------------------
亮綠燈的是大…
[簡稱(name_with_context)] …外資
-3219
台指選 自營商
-32636
投信
外資
-3238
漲停家數(+10%) 40
跌停家數(-10%)  2
成交量排行
聯電
、
群創
、
元大台灣50反1
、
富邦VIX
、
友達
成交值排行
台積電
、
聯發科
、
【聯電】
、
世芯-KY
、
國光生
------------------------------------------------
亮綠燈的是大同
--
https://i.imgur.com/6GGT2ao.jpg…",,
tier:dense,2303,聯電,M.1611829886.A.0C9,2021-01-28 18:31:26,新聞,name_with_context,dense,False,5,[新聞] 外資賣超325.26億元 大砍聯電,6,False,True,911,"[簡稱(name_with_context)] …[新聞] 外資賣超325.26億元 大砍【聯電】
1.原文連結:
https://money.udn.com/money/story/5607/5213198
2.原文內容:
外資賣超325.26億元 大砍聯電
台股今天跌285.57點,收15415.88點,三大法人合計賣超新台幣329…
[簡稱(name_with_context)] …[新聞] 外資賣超325.26億元 大砍聯電
1.原文連結:
https://money.udn.com/money/story/5607/5213198
2.原文內容:
外資賣超325.26億元 大砍【聯電】
台股今天跌285.57點,收15415.88點,三大法人合計賣超新台幣329.54億元,其中,外資
賣超325.26億元,
賣超聯電最多,達10萬6066張。
隨著美股重挫,台積電、聯電與聯發科等權值股紛紛走跌,電子類股指數跌2.14%,…
[簡稱(name_with_context)] ….com/money/story/5607/5213198
2.原文內容:
外資賣超325.26億元 大砍聯電
台股今天跌285.57點,收15415.88點,三大法人合計賣超新台幣329.54億元,其中,外資
賣超325.26億元,
賣超【聯電】最多,達10萬6066張。
隨著美股重挫,台積電、聯電與聯發科等權值股紛紛走跌,電子類股指數跌2.14%,影響
加權指數跌285.57點,收15415.88點,跌幅約1.82%,失守15531點月線支撐,成交值
3593.29億元。

外資…",,
tier:dense,2330,台積電,M.1608123093.A.A72,2020-12-16 20:51:33,新聞,name,dense,False,2,[新聞] 攻再生能源/儲能市場，康舒/台達電迎戰果,1,False,True,1379,"[簡稱(name)] …年受加州大火以及颶風等天災影響,使美國民眾更加關注氣
候變遷議題,對於綠電的接受度亦將提升,台達電目前在美國的太陽能Inverter是以家用
戶為主,將有望受惠美國對環保綠電接受度的提升,持續放量。

3.心得/評論:
明燈出現了,台達電
【台積電】、台達電
差一個字,應該差不了多遠吧
大家知道怎麼買了嗎

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.163.13.200 (臺灣)
※ 文章網址:
https://www.ptt.cc/bbs/Stock/M.1…",,
tier:dense,2002,中鋼,M.1727438176.A.539,2024-09-27 19:56:16,新聞,code,dense,False,1,[新聞] 今年前8個月稅前淨利年增逾2倍 中鋼：築 底回穩,6,True,True,781,"[代號] …增逾2倍 中鋼:築 底回穩
原文標題:今年前8個月稅前淨利年增逾2倍 中鋼:築底回穩
原文連結:
https://reurl.cc/eyaAyM
發布時間:2024年9月27日 週五 下午6:53
記者署名:何秀玲
原文內容:


中鋼 (【2002】) 今天公告8月自結稅前淨利為新台幣2.36億元,主要受惠鋼鐵業單位售價及
毛利增加,且營建工程毛利增加,與去年同期4210萬元相比,年增460.6%;今年前8個月
累計稅前淨利為43.16億元,年增226%。

中鋼也表示,淨利成長另一個…
[簡稱(name_with_context)] …容:


中鋼 (2002) 今天公告8月自結稅前淨利為新台幣2.36億元,主要受惠鋼鐵業單位售價及
毛利增加,且營建工程毛利增加,與去年同期4210萬元相比,年增460.6%;今年前8個月
累計稅前淨利為43.16億元,年增226%。

【中鋼】也表示,淨利成長另一個原因,則是礦業投資獲配股利及利息收入增加,使業外收入
增加;對於後市展望,中鋼認為,整體鋼市有望築底緩步回穩。

中鋼提到,歐美通膨趨緩,國際油價回落,美國FED(聯準會)今年9月啟動降息循環,中
國大陸人民銀行同步實…
[簡稱(name_with_context)] …毛利增加,且營建工程毛利增加,與去年同期4210萬元相比,年增460.6%;今年前8個月
累計稅前淨利為43.16億元,年增226%。

中鋼也表示,淨利成長另一個原因,則是礦業投資獲配股利及利息收入增加,使業外收入
增加;對於後市展望,【中鋼】認為,整體鋼市有望築底緩步回穩。

中鋼提到,歐美通膨趨緩,國際油價回落,美國FED(聯準會)今年9月啟動降息循環,中
國大陸人民銀行同步實施寬鬆貨幣政策,宣告將下調存款準備金率,預計實現約1兆元人
民幣長期流動性投放,對金融市場流動性有加…",,
tier:silent,1203,味王,M.1458136307.A.4AB,2016-03-16 21:51:47,新聞,code,silent,False,1,[新聞] 宏達電貼文自爆：HTC 10將有世界第一的前 鏡頭跟主鏡頭 已刪文,1,True,False,1462,"[代號] …D 記憶卡擴充等等,都是
旗艦機皇應該有的規格,實際結果為何,《ETtoday東森新聞雲》將會持續為讀者關注。


3.心得/評論(必需填寫):

題材:

台灣藍波萬 的HTC 10 + Vive + 嘎空

籌碼:

資增1359,券增【1203】 ,今日漲3.49% ,多軍大勝,股價明日繼續攻頂




--
吾開天眼覷紅塵,可憐身是眼中人
http://tinyurl.com/nqprycc
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.170.48.234…",,
tier:silent,9926,新海,M.1446627713.A.124,2015-11-04 17:01:53,心得,code,silent,False,2,[心得] 陸股救市Day 80 --殺妻求將 已刪文,1,True,False,1878,"[代號] …(無下跌版塊)
IF11滬深300期指
3591 +6.18% 持倉24650  183億
IC11中證500期指
7091 +6.65% 持倉12299  155億
IH11上證 50期指
2367 +4.90% 持倉 【9926】   47億

融資餘額 滬 6246.42 深 4043.15 合計 10289.57億 (11/03)
融券餘額 滬   19.55 深    8.99 合計    28.55億 (11/03)
籌碼:
總體 主力 +723億  超大單…",,
tier:silent,1432,大魯閣,M.1656777760.A.CCA,2022-07-03 00:02:40,心得,code,silent,False,10,[心得] 2022H1 飆股排行榜,1,True,True,5513,"[代號] …2032 新鋼        178.9% 20220413 20220112
1560 中砂        177.9%
20220125 20220621
9949 琉園        177.4%
20220124 20220627
【1432】 大魯閣      176.1% 20220323 20220125
6470 宇智        175.6%
20220125 20220614
2064 晉椿        174.7% 20220412 20220124
3219…",,
tier:silent,1514,亞力,M.1709645799.A.9FD,2024-03-05 21:36:39,情報,code,silent,False,6,[情報] 113年03月05日信用交易統計,1,True,True,1410,"[代號] …646   張
2329華泰
資增   1,227   張
券增     437   張
4906正文
資增   2,390   張
券增     495   張
1513中興電
資增   1,649   張
券增      97   張
【1514】亞力
資增     123   張
券增     291   張
2367燿華
資減   6,127   張
券增     228   張
3376新日興
資增     982   張
券增     568   張
3013晟銘電
資增…",,
tier:silent,1906,寶隆,M.1682038454.A.8D3,2023-04-21 08:54:14,新聞,name_with_context,silent,False,10,[新聞] 總統報明牌 造紙、碳權概念股紅了,1,False,True,930,"[簡稱(name_with_context)] …有碳權交易,以及造紙類股、擁有全台最大資產的農林,以及其他水力風
力發電、新能源車、太陽能等,都是近來市場相當受到關注的焦點。
造紙類股20日一早由華紙及永豐餘領頭大漲
,華紙開盤沒多久衝停就一路鎖死到底,永豐
餘最後收漲8.11%,正隆、【寶隆】、榮成等都漲1%~3%以上,個股也同步爆出大量,帶動
類股指數收326.66點,為今年6月底來最高,漲幅4.95%,為2021年9月底來最高,成交值
22.19億元,也寫下2021年底來最大量。 此外,農林擁有全台最龐大林木資產,在碳權交…",,
tier:silent,9926,新海,M.1447012365.A.E43,2015-11-09 03:52:45,標的,code,silent,False,12,[標的] 本週程式選股結果 已刪文,2,True,True,3598,"[代號] …秋雨


近期法人出貨股

1109    信大
1234    黑松
1472    三洋紡
1608    華榮
2107    厚生
2540    愛山林
2891    中信金
2910    統領
9918    欣天然
【9926】    新海


長期虧損股
                放空停損
2323中環        4.17


財務危機股
                放空停損
3149正達        17.25
3579尚志        13…
[簡稱(name_with_context)] …近期法人出貨股

1109    信大
1234    黑松
1472    三洋紡
1608    華榮
2107    厚生
2540    愛山林
2891    中信金
2910    統領
9918    欣天然
9926    【新海】


長期虧損股
                放空停損
2323中環        4.17


財務危機股
                放空停損
3149正達        17.25
3579尚志        13.21
19…",,
tier:silent,1524,耿鼎,M.1659592802.A.6D5,2022-08-04 14:00:02,閒聊,name_with_context,silent,False,3,[閒聊] 2022/08/04 盤後閒聊,1,False,True,303,"[簡稱(name_with_context)] …530.22億

台指期 自營商
+212
投信
-166
外資
+433
台指選 自營商
-896
投信
外資
-1649
漲停家數(+10%) 16
跌停家數(-10%)  6
成交量排行
元大台灣50反1
、
宏達電
、
長榮航
、
【耿鼎】
、
華航
成交值排行
台積電
、
宏達電
、
世芯-KY
、
欣興
、
長榮
--
https://imgur.com/6GGT2ao.jpg…",,
tier:silent,1517,利奇,M.1670898013.A.5F1,2022-12-13 10:20:13,新聞,code,silent,False,4,[新聞] 巨大延票爆恐慌賣壓 自行車族群集體落鏈,1,True,True,636,"[代號] …盤,巨大隨即出現恐慌性賣壓、一度爆量打入跌停202元,不
到半小時、成交量已破3,000張!

巨大跌停也拖累了整個自行車族群、股價一片慘綠,如美利達(9914)差一檔跌停板、最
低跌到171元;愛地雅(8933)、日馳(1526)、利奇(【1517】)、桂盟(5306)等跌幅均
逾5%!

不過,在投資人紛紛搶進接盤下,目前巨大、美利達的股價都已慢慢回升,跌幅收斂到7
~8%!

心得/評論:

慘業雪崩

老大跌了小弟們一起下去

慘啊

還好接盤俠們來了

但還是慘跌

1家台積電…",,
tier:silent,1733,五鼎,M.1527524486.A.55B,2018-05-29 00:21:26,標的,code,silent,False,13,[標的] 本週程式選股結果 已刪文,2,True,True,3216,"[代號] …89


吃貨中尚未發動股票
        若現在買進,不知要等多久才會發動
        建議等發動再買進
6415    矽力-KY
4905    台聯電
6504    南六


近三週異常大量買進

2006    東和鋼鐵
【1733】    五鼎
6449    鈺邦
4560    強信KY


近三月異常大量買進

3526    凡甲三
6449    鈺邦二


買違約機率小的可轉債+空股票
多空都賺策略
                        每買2張…
[簡稱(name_with_context)] …尚未發動股票
        若現在買進,不知要等多久才會發動
        建議等發動再買進
6415    矽力-KY
4905    台聯電
6504    南六


近三週異常大量買進

2006    東和鋼鐵
1733    【五鼎】
6449    鈺邦
4560    強信KY


近三月異常大量買進

3526    凡甲三
6449    鈺邦二


買違約機率小的可轉債+空股票
多空都賺策略
                        每買2張可轉債…",,
tier:silent,2607,榮運,M.1651655451.A.889,2022-05-04 17:10:51,新聞,code,silent,False,6,[新聞] 航運股強彈能漲多久？法人曝操作心法,2,True,True,1590,"[代號] …慧洋-KY(2637)收100.5元,上漲5.9元
,漲幅6.23%,志信(2611)收漲3.65%、台航(2617)收漲2.7%、四維航(5608)收漲
2.83%、新興(2605)收漲2.37%;陸運股的中櫃收在漲停板40.7元,榮運(【2607】)收37.6
元,漲幅5.02%,超過半根停板;華航(2610)收漲2.49%,以28.75元收盤,長榮航(
2618)收漲0.56%,收在35.7元。

證券分析師張陳浩表示,貨櫃股的漲勢主要是受到首季季報的題材所帶動,不排除
挑戰今
年…
[簡稱(name_with_context)] …終場,慧洋-KY(2637)收100.5元,上漲5.9元
,漲幅6.23%,志信(2611)收漲3.65%、台航(2617)收漲2.7%、四維航(5608)收漲
2.83%、新興(2605)收漲2.37%;陸運股的中櫃收在漲停板40.7元,【榮運】(2607)收37.6
元,漲幅5.02%,超過半根停板;華航(2610)收漲2.49%,以28.75元收盤,長榮航(
2618)收漲0.56%,收在35.7元。

證券分析師張陳浩表示,貨櫃股的漲勢主要是受到首季季報的題材所帶動,不排除…",,
tier:silent,2426,鼎元,M.1655870738.A.A9E,2022-06-22 12:05:38,新聞,name_with_context,silent,False,1,[新聞] 15檔元宇宙概念股 勇敢作夢,1,False,True,1006,"[簡稱(name_with_context)] …宙長期獲利能力仍待觀察,短期業績不會太快反應,惟相關個股今年來均
有雙位數跌幅,股價跌深是最大利多。

除威盛集團外,元宇宙供應鏈包括IC設計、LED、PMOLED,甚至頭戴裝置所需的光學鏡頭
等熱潮再起,位速、驊訊、立碁漲停,智晶、亞信、【鼎元】、惠特、揚明光、玉晶光也強漲
4~9%;至於興櫃市場,AR眼鏡大廠佐臻、光學鍍膜廠澤米21日也小漲0.34%、0.07%。

佐臻不僅成功打入美國FDA醫療市場,手術導航AR眼鏡也啟動量產,更開始接洽國內手機
品牌大廠;澤米今年為日系大客戶…",,
tier:silent,9934,成霖,M.1617964927.A.9FA,2021-04-09 18:42:07,標的,name_with_context,silent,False,2,Re: [標的] 2062 橋椿,1,False,True,645,"[簡稱(name_with_context)] …形成多頭排列(目前處於修正乖離階段), 週20 剛穿過週60 ,
但
: 週
: : 60之後扣抵低價,需等待較長時間扣抵值往上才能往上交叉週120(估計需要半年左右
)
: ,
: : 完成完整長線多頭排列
: : D.籌碼 :與同概念股【成霖】近期皆有固定分點大量買入
: : 4. 進退場機制:(非長期投資者,必須有停損機制。請益免填)
: : 日20 拐日60 賣出 ,約26的位置
: 今天看了一天 分享一下自己看法
: 小小財報新手看圖說故事 有錯幫忙指正一下QAQ
: →…",,
tier:silent,2302,麗正,M.1657047248.A.513,2022-07-06 02:54:08,情報,code,silent,False,7,[情報] 0705 跌進處置風險統計排行,1,True,True,3627,"[代號] …9 凱羿-KY     4.3%    3個交易日後   5分   10天
2415 錩新        -9.3%   3個交易日後   5分   10天
5475 德宏        0%      3個交易日後   5分   10天
【2302】 麗正        0.33%   3個交易日後   5分   10天
6225 天瀚        -5.54%  3個交易日後   5分   10天
9105 泰金寶-DR   3.15%   4個交易日後   20分  10天
91…",,
tier:silent,1514,亞力,M.1712762531.A.2C4,2024-04-10 23:22:11,情報,code,silent,False,2,[情報] 0410 上市櫃股票週轉率排行,1,True,True,1719,"[代號] …[情報] 0410 上市櫃股票週轉率排行
上市

排行  股票名稱    收盤價   漲跌    漲跌幅  成交量  周轉率

1     【1514】亞力    140.50   +12.50  +9.77%  104,405 41.30%
2     4967十銓    90.00    +4.40   +5.14%  25,398  35.50%
3     6215和椿    43…",,
tier:silent,2359,所羅門,M.1711374173.A.52E,2024-03-25 21:42:53,情報,code,silent,False,6,[情報] 113年03月25日信用交易統計,2,True,True,1406,"[代號] …1   張
(最後回補)
2371大同
資增   3,394   張
券減     333   張
(最後回補)
1513中興電
資增     896   張
停券
1503士電
資減       7   張
券減     295   張
【2359】所羅門
資增   1,080   張
券增     296   張
6753龍德造船
資增   1,928   張
券增     296   張
2388威盛
資減      41   張
券增     125   張
==========…
[簡稱(name)] …張
(最後回補)
2371大同
資增   3,394   張
券減     333   張
(最後回補)
1513中興電
資增     896   張
停券
1503士電
資減       7   張
券減     295   張
2359【所羅門】
資增   1,080   張
券增     296   張
6753龍德造船
資增   1,928   張
券增     296   張
2388威盛
資減      41   張
券增     125   張
=============…",,
tier:silent,1734,杏輝,M.1459349779.A.580,2016-03-30 22:56:19,請益,code,silent,False,1,[請益] 今日杏輝 1734 早盤的成交情形 已刪文,1,True,True,312,"[代號] …[請益] 今日杏輝 【1734】 早盤的成交情形 已刪文
-------------------------------------------------------------------------
1.發文前請先詳閱[請益]分類發文規範,未依規範發文將受處份。
2…",,
tier:silent,2374,佳能,M.1715700812.A.BE1,2024-05-14 23:33:32,情報,code,silent,False,6,[情報] 0514 上市櫃股票週轉率排行,1,True,True,1718,"[代號] …514 上市櫃股票週轉率排行
上市

排行  股票名稱    收盤價   漲跌    漲跌幅  成交量  周轉率

1     2367燿華    33.00    +3.00   +10.00% 193,613 28.92%
2     【2374】佳能    46.55    +0.05   +0.11%  78,677  27.36%
3     2359所羅門  114.50   +10.00  +9.57%  38,083  22.21%
4     2482連宇    36.…",,
tier:silent,2607,榮運,M.1704181587.A.1ED,2024-01-02 15:46:27,標的,code,silent,False,1,[標的] 2607榮運缺櫃多,1,True,True,361,"[代號] …[標的] 【2607】榮運缺櫃多
1. 標的:榮運

2. 分類:多

3. 分析/正文:
船可以多開繞道就能解決紅海危機,但貨櫃如果缺了就難解決了
因為繞道的關係,運貨期間增加,貨物必須先在貨櫃存著,而運貨除了海運也有空運,而海空貨櫃皆吃的當然就是長榮旗下的榮…",,
tier:silent,1903,士紙,M.1641527430.A.F34,2022-01-07 11:50:30,標的,code,silent,False,1,[標的] 1903 士紙 隱藏防疫多 已刪文,3,True,True,210,"[代號] …[標的] 【1903】 士紙 隱藏防疫多 已刪文
1. 標的:1903 士紙

2. 分類:多

3. 分析/正文:

隱藏的防疫概念股
主力產品濕紙巾
陽光士林防疫旅館


資產部分:
土地都更案已通過北市核准
500億開放商機股本26億
換算未來eps破百有…
[代號] …[標的] 1903 士紙 隱藏防疫多 已刪文
1. 標的:【1903】 士紙

2. 分類:多

3. 分析/正文:

隱藏的防疫概念股
主力產品濕紙巾
陽光士林防疫旅館


資產部分:
土地都更案已通過北市核准
500億開放商機股本26億
換算未來eps破百有資產轉機題材
股價還在地板且持有船票萬海三萬張…
[簡稱(name_with_context)] …文:

隱藏的防疫概念股
主力產品濕紙巾
陽光士林防疫旅館


資產部分:
土地都更案已通過北市核准
500億開放商機股本26億
換算未來eps破百有資產轉機題材
股價還在地板且持有船票萬海三萬張
航運業獲利大增股利穩定被動收入

整體而言【士紙】近兩年體質改善不少
且被納入Msci中小外資一路買
https://i.imgur.com/3gh0FWY.jpg…",,
tier:silent,1338,廣華-KY,M.1442330961.A.205,2015-09-15 23:29:21,其他,code,silent,False,13,[其他] 9/15 台灣集中市場投信買賣超前30名 已刪文,1,True,True,2098,"[代號] …150  12.90   0.00 
3023 信邦      129  56.70  -0.90 
6415 F-矽力     126  288.00   2.00 
1312 國喬      100  16.20  -0.15 
【1338】 F-廣華     85  97.00   3.00 
2415 錩新      85  12.75  -0.05 
2376 技嘉      78  29.50  -0.10 
2317 鴻海      65  84.70  -0.40…",,
tier:silent,1514,亞力,M.1724331546.A.CC0,2024-08-22 20:59:06,情報,code,silent,False,7,[情報] 113年08月22日信用交易統計,1,True,True,1398,"[代號] …294   張
1711永光
資增   3,458   張
券增     197   張
1709東鹼
資增   1,512   張
券增     197   張
8039台虹
資增   2,037   張
券增      36   張
【1514】亞力
資增   1,003   張
券減       3   張
3047訊舟
資減   3,106   張
券減     182   張
3019亞光
資減   2,405   張
券減     417   張
2409友達
資增   3…",,
